id,user_query,function_name,arguments,ambiguous
331,미션 실내에서 해도 괜찮아요?,check_mission_equivalency,"{""equivalency_type"": ""place""}","The utterance inquires about the appropriateness of performing a mission indoors, which may imply different factors beyond just the equivalency of place."
332,오늘 집에서 해도 인정돼?,check_mission_equivalency,"{""equivalency_type"": ""place""}","The phrase '해도 인정돼?' could imply various contexts related to acknowledgment or acceptance, making it unclear if it's specifically about checking the place equivalency."
333,실내에서 해도 미션 같다고 볼 수 있어?,check_mission_equivalency,"{""equivalency_type"": ""place""}","The user is asking about indoor missions but does not specify 'place' explicitly, which could lead to different interpretations of 'equivalency type'."
334,밖에서 못 하니까 집에서 해도 되냐고!,check_mission_equivalency,"{""equivalency_type"": ""place""}",manual_promoted_from_rejected
335,공원 대신 집에서 해도 되나?,check_mission_equivalency,"{""equivalency_type"": ""place""}","The utterance suggests confirming if a different location is acceptable, which could relate to other equivalency types beyond 'place'."
336,여기 집에서 해도 미션 성공할 수 있어요?,check_mission_equivalency,"{""equivalency_type"": ""place""}",manual_promoted_from_rejected
337,실내에서 하는 것도 마찬가지인가요?,check_mission_equivalency,"{""equivalency_type"": ""place""}","The utterance refers to a general situation ('inside'), which could imply checking various types of equivalency, not necessarily limited to 'place'."
338,오늘은 밖에서 못 하는데 집에서 해도 괜찮지?,check_mission_equivalency,"{""equivalency_type"": ""place""}",
339,미션 집에서도 해도 돼?,check_mission_equivalency,"{""equivalency_type"": ""place""}",
340,야외 대신 실내에서도 해도 인정되나요?,check_mission_equivalency,"{""equivalency_type"": ""place""}","The user is asking about the acceptability of doing something indoors instead of outdoors, but the specific context of the 'mission' is unclear, which adds ambiguity to the interpretation."
341,오늘은 집에서 할 수 있어요?,check_mission_equivalency,"{""equivalency_type"": ""place""}","The phrase '집에서 할 수 있어요?' could imply a question about doing something from home, but doesn't explicitly indicate a mission context or that it relates directly to the specified function."
342,오늘 미션은 아침에 해도 되는 건가요?,check_mission_equivalency,"{""equivalency_type"": ""time""}",The utterance asks about the timing of a mission but does not explicitly confirm intent to check equivalency.
343,저녁에 운동해도 인정되는지 궁금해요!,check_mission_equivalency,"{""equivalency_type"": ""time""}","The utterance expresses a desire to know about exercising in the evening but does not explicitly mention 'time' as the equivalency type, leaving room for interpretation."
344,이 미션 저녁에 해도 돼요?,check_mission_equivalency,"{""equivalency_type"": ""time""}","The utterance inquires about the possibility of completing a mission in the evening, which aligns with a time equivalency check, but it's not explicit about asking for a verification of the mission's equivalency."
345,아침 대신 오후에 해도 괜찮은 거 맞죠?,check_mission_equivalency,"{""equivalency_type"": ""time""}",The utterance indicates a question about changing the time of a task but does not explicitly confirm the type of 'time' or the context related to 'check_mission_equivalency'.
346,미션 시간 변경해도 돼요?,check_mission_equivalency,"{""equivalency_type"": ""time""}","The utterance questions whether it's permissible to change the mission time, but it doesn't explicitly indicate a request to check equivalency."
347,저녁에 하면 불가능한 거 아니지?,check_mission_equivalency,"{""equivalency_type"": ""time""}",The user is asking a question about possibility which may or may not directly relate to checking mission equivalency by time.
348,이거 오늘 저녁에 해도 인정되나요?,check_mission_equivalency,"{""equivalency_type"": ""time""}","The utterance suggests a question about whether a task can be done later (tonight), which aligns with checking time equivalency, but it lacks clear language directly indicating a request for checking equivalency. This creates some ambiguity."
349,오후에 운동하면 미션 인정돼요?,check_mission_equivalency,"{""equivalency_type"": ""time""}","The user is inquiring about the acceptance of a mission based on exercising in the afternoon, which aligns with checking equivalency, but the phrasing does not explicitly confirm the specific argument type 'time'."
350,미션이 아침에만 가능한 건 아닌가요?,check_mission_equivalency,"{""equivalency_type"": ""time""}","The utterance suggests a question about time availability but does not explicitly confirm the intention to check for mission equivalency. It could also be interpreted as a general inquiry about mission availability, leading to ambiguity."
351,시간 좀 바꿔도 되는지 알고 싶어요,check_mission_equivalency,"{""equivalency_type"": ""time""}",
352,미션 시간 바꿔도 괜찮아요?,check_mission_equivalency,"{""equivalency_type"": ""time""}",
353,저녁에 하면 인정되나요?,check_mission_equivalency,"{""equivalency_type"": ""time""}","The utterance asks if something is acceptable in the evening, which may suggest a time-related inquiry, but it does not explicitly indicate the intention to check mission equivalency."
354,아침에 운동 못 하면 저녁에 해도 돼?,check_mission_equivalency,"{""equivalency_type"": ""time""}","The utterance suggests a question about exercise timing, but it could imply different interpretations about the nature of the mission or time equivalency."
355,이거 시간 좀 조정해도 되는 거죠?,check_mission_equivalency,"{""equivalency_type"": ""time""}",The utterance questions if time adjustments are allowed but does not explicitly confirm intent to check mission equivalency specifically for time.
356,미션이 꼭 아침이 아니어도 되냐고요?,check_mission_equivalency,"{""equivalency_type"": ""time""}","The user is asking whether the mission can take place at times other than morning, but the specific type of equivalency isn't explicitly clear."
357,시간대를 바꿔서 해도 되나 궁금해요,check_mission_equivalency,"{""equivalency_type"": ""time""}","The utterance questions the possibility of changing the time zone, which could relate to checking mission equivalency but is not explicitly clear on that intent."
358,오후에 운동하면 미션 인정돼?,check_mission_equivalency,"{""equivalency_type"": ""time""}","The phrase '미션 인정돼?' could imply various interpretations regarding what constitutes a valid mission, and it's not explicitly clear that the user is asking specifically about the 'time' equivalency type."
359,이거 시간 바꿔줄 수 있나?,check_mission_equivalency,"{""equivalency_type"": ""time""}","The utterance suggests changing time, but does not explicitly indicate checking mission equivalency."
360,저녁에 해도 미션 인정해줘요?,check_mission_equivalency,"{""equivalency_type"": ""time""}","The utterance expresses a question about mission acceptance based on timing but does not explicitly confirm the intended equivalency type, leading to possible alternative interpretations."
361,미션 시간 조정해도 되는지 알고 싶어,check_mission_equivalency,"{""equivalency_type"": ""time""}","The user expresses a desire to know if they can adjust the mission time, which somewhat aligns with checking time equivalency, but it could also imply a request for a different aspect related to mission time."
362,미션 시간 바꿔도 되나?,check_mission_equivalency,"{""equivalency_type"": ""time""}","The utterance asks if it's possible to change the mission time, but it doesn't clearly indicate the need for a check on equivalency."
363,아침에 하라고 했는데 저녁에 해도 괜찮아요?,check_mission_equivalency,"{""equivalency_type"": ""time""}","The user is asking if it is acceptable to change the time from morning to evening, which suggests a possible equivalency but does not explicitly affirm it."
364,오늘 저녁에 미션 해도 인정돼요?,check_mission_equivalency,"{""equivalency_type"": ""time""}","The phrase ""미션 해도 인정돼요?"" does indicate a check on equivalency but does not specify the 'time' aspect clearly, leaving room for interpretation."
365,이거 시간 좀 조정해줄 수 있어?,check_mission_equivalency,"{""equivalency_type"": ""time""}",The utterance asks for adjusting time but does not explicitly indicate a check of mission equivalency.
366,점심 대신 저녁에 해도 되는지 궁금해,check_mission_equivalency,"{""equivalency_type"": ""time""}","The phrase '점심 대신 저녁에 해도 되는지' could relate to various types of equivalency, not strictly limited to time."
367,미션 시간 변경 가능해요?,check_mission_equivalency,"{""equivalency_type"": ""time""}","The utterance asks if it is possible to change the mission time but does not explicitly confirm an intention to check for equivalency, which may lead to different interpretations regarding the specific function being called."
368,저녁에 해도 미션으로 인정해주나?,check_mission_equivalency,"{""equivalency_type"": ""time""}","The utterance implies a question about mission equivalency regarding time, but it does not clearly indicate if it's specifically about checking equivalency for evening time. The intention could be interpreted in multiple ways."
369,이번 주 얼마나 했는지 알고 싶어,get_user_history,"{""query_type"": ""weekly_summary""}","The user is asking for a weekly summary, but it's unclear if they mean a complete history or specific details."
370,주간 기록 좀 보여줘,get_user_history,"{""query_type"": ""weekly_summary""}",
371,이번 주 몇 번 했는지 확인해줄래?,get_user_history,"{""query_type"": ""weekly_summary""}","The utterance could potentially refer to different types of summaries or histories, such as daily or monthly, which creates some ambiguity in interpreting it as specifically a 'weekly_summary'."
372,내가 이번 주에 한 거 정리해줄 수 있어?,get_user_history,"{""query_type"": ""weekly_summary""}",
373,주간 활동 요약 필요해,get_user_history,"{""query_type"": ""weekly_summary""}",
374,이번 주 기록 대충이나마 보고 싶어,get_user_history,"{""query_type"": ""weekly_summary""}","The phrase '대충이나마' suggests a desire for a summary that may not strictly correlate with a formal weekly summary, leading to potential ambiguity in interpretation."
375,주간 스케줄 어떻게 됐는지 알려줘,get_user_history,"{""query_type"": ""weekly_summary""}",
376,이번 주에 뭐 했는지 궁금해,get_user_history,"{""query_type"": ""weekly_summary""}",manual_promoted_from_rejected
377,내 주간 운동 기록 확인해줄 수 있어?,get_user_history,"{""query_type"": ""weekly_summary""}",
378,이번 주 몇 개 했는지 좀 체크해줘,get_user_history,"{""query_type"": ""weekly_summary""}",
379,이번 주에 운동 몇 번 했는지 알고 싶어,get_user_history,"{""query_type"": ""weekly_summary""}","The utterance expresses a desire to know the number of workouts but does not explicitly specify 'weekly summary', leading to potential interpretation as a request for overall workout history."
380,주간 기록 확인해줄 수 있어?,get_user_history,"{""query_type"": ""weekly_summary""}",
381,이번 주에 내가 뭘 얼마나 했는지 궁금해,get_user_history,"{""query_type"": ""weekly_summary""}","The utterance expresses curiosity about weekly activity but does not explicitly indicate a request for a summary, leaving room for other interpretations."
383,이번 주 몇 번 움직였는지 체크해줘,get_user_history,"{""query_type"": ""weekly_summary""}",
384,나 이번 주 운동한 거 좀 확인하고 싶어,get_user_history,"{""query_type"": ""weekly_summary""}",
385,이번 주에 운동 결과가 어떻게 돼?,get_user_history,"{""query_type"": ""weekly_summary""}",
386,내 주간 운동 내역 좀 알고 싶어,get_user_history,"{""query_type"": ""weekly_summary""}",
387,이번 주 기록 보고 싶어!,get_user_history,"{""query_type"": ""weekly_summary""}",
388,이번 주에 몇 개 했는지 궁금하다,get_user_history,"{""query_type"": ""weekly_summary""}","The utterance expresses curiosity about the number of activities this week, but it does not explicitly mention a summary or the specific query type required for the function."
389,이번 주 몇 번 했는지 알고 싶어,get_user_history,"{""query_type"": ""weekly_summary""}",
390,주간 운동 내역 좀 보여줘요!,get_user_history,"{""query_type"": ""weekly_summary""}",
391,이번 달 기록 볼 수 있어?,get_user_history,"{""query_type"": ""monthly_summary""}",
392,내가 이달에 몇 번 했는지 궁금해요,get_user_history,"{""query_type"": ""monthly_summary""}",
393,이번 달 몇 번 했는지 알려줘,get_user_history,"{""query_type"": ""monthly_summary""}",
394,이번 달 얼마나 했는지 짧게 알려줘,get_user_history,"{""query_type"": ""monthly_summary""}",
395,이번 달의 내 기록 보여줘,get_user_history,"{""query_type"": ""monthly_summary""}",
396,이달에 나의 활동 정리 좀 해줘,get_user_history,"{""query_type"": ""monthly_summary""}",
397,이번 달은 잘했는지 보고 싶어,get_user_history,"{""query_type"": ""monthly_summary""}",The utterance expresses a desire to check performance but doesn't explicitly state that it pertains to a monthly summary.
398,얼마나 했는지 이번 달 통계 좀 부탁해,get_user_history,"{""query_type"": ""monthly_summary""}",
399,이번 달 얼마나 했는지 궁금해 ㅎㅎ,get_user_history,"{""query_type"": ""monthly_summary""}",
400,내 월간 기록 좀 확인해줄래?,get_user_history,"{""query_type"": ""monthly_summary""}",
401,이번 달 몇 번 했는지 알려줘,get_user_history,"{""query_type"": ""monthly_summary""}",
402,이번 달 기록 좀 체크해줄래?,get_user_history,"{""query_type"": ""monthly_summary""}",
403,이달에 몇 번 운동했는지 궁금해,get_user_history,"{""query_type"": ""monthly_summary""}",
404,이번 달 내가 얼마나 했는지 보게!,get_user_history,"{""query_type"": ""monthly_summary""}",
405,이번 달 통계 좀 볼 수 있어?,get_user_history,"{""query_type"": ""monthly_summary""}",
406,이번 달에는 얼마나 했는지 알고 싶어,get_user_history,"{""query_type"": ""monthly_summary""}",The utterance implies a desire for information but does not explicitly confirm the intention for a monthly summary; it could imply other types of historical data.
407,내 월간 기록 확인하려고,get_user_history,"{""query_type"": ""monthly_summary""}",
408,이달 운동한 거 요약해줄 수 있어?,get_user_history,"{""query_type"": ""monthly_summary""}",
409,이번 달에 내가 한 거 좀 보여줘,get_user_history,"{""query_type"": ""monthly_summary""}",
410,이달에 내가 얼마나 열심히 했는지 알고 싶어,get_user_history,"{""query_type"": ""monthly_summary""}",
411,이번 달 운동 기록 좀 알려줘,get_user_history,"{""query_type"": ""monthly_summary""}",
412,이달에 내가 얼마나 했는지 궁금해,get_user_history,"{""query_type"": ""monthly_summary""}",
413,이번 달 몇 번 했는지 보고 싶어,get_user_history,"{""query_type"": ""monthly_summary""}",
414,이번 달에 나의 활동 요약해줄 수 있어?,get_user_history,"{""query_type"": ""monthly_summary""}",
415,오늘 몇 번 했는지 알려줘,get_user_history,"{""query_type"": ""daily_summary""}","The utterance asks for the number of times something occurred today, but it does not explicitly specify that it pertains to a daily summary, leading to potential confusion."
416,어제의 기록 좀 봐도 돼?,get_user_history,"{""query_type"": ""daily_summary""}","The utterance asks to see records from yesterday but does not explicitly mention a 'daily summary', which could lead to ambiguity in interpreting the type of records requested."
417,오늘 미션 몇 개 했는지 확인해줘,get_user_history,"{""query_type"": ""daily_summary""}","The utterance indicates a request to check the number of missions completed today, but 'daily_summary' may not explicitly denote a count of missions."
418,내가 어제 뭐 했는지 알고 싶어,get_user_history,"{""query_type"": ""daily_summary""}","The utterance indicates a desire for a summary of yesterday's activities, but it doesn't explicitly match the 'daily_summary' argument since it could be interpreted as a request for detailed history instead."
419,어제 기록이 궁금해!,get_user_history,"{""query_type"": ""daily_summary""}",The utterance expresses curiosity about a record but does not explicitly indicate a 'daily summary'.
420,오늘 활동 요약 좀 해줄래?,get_user_history,"{""query_type"": ""daily_summary""}",
421,어제 몇 번 운동했는지 보고 싶어,get_user_history,"{""query_type"": ""daily_summary""}","The utterance expresses a desire to see exercise history, but it does not explicitly indicate 'daily summary' or state the date, which could lead to different interpretations of timeframes."
422,어제 한 거 정리해줘,get_user_history,"{""query_type"": ""daily_summary""}",
423,오늘 한 미션 개수 알려줘,get_user_history,"{""query_type"": ""daily_summary""}",manual_promoted_from_rejected
424,어제 나 기록 어떻게 되었는지 보여줘,get_user_history,"{""query_type"": ""daily_summary""}","The utterance requests to see a record from yesterday, but does not explicitly confirm that it is asking for a 'daily summary', which could lead to different interpretations."
425,오늘 기록 좀 볼 수 있어?,get_user_history,"{""query_type"": ""daily_summary""}",
426,어제 내 미션 결과 알려줘,get_user_history,"{""query_type"": ""daily_summary""}","The utterance asks for mission results from yesterday, which aligns with daily summary, but does not explicitly specify 'daily summary,' leading to interpretation as possibly requesting other types of results."
427,오늘 한 거 요약해줘,get_user_history,"{""query_type"": ""daily_summary""}",
428,어제 몇 번 했는지 정리해줘,get_user_history,"{""query_type"": ""daily_summary""}",
429,오늘 한 활동 체크해줄래?,get_user_history,"{""query_type"": ""daily_summary""}",The utterance suggests checking activities but does not explicitly confirm that a daily summary is the intended request; it could imply other types of activity checks.
430,어제 기록 어떻게 됐어?,get_user_history,"{""query_type"": ""daily_summary""}","The utterance asks about a record from yesterday, which could refer to various types of records and not necessarily just a daily summary."
431,오늘은 내가 얼마나 했는지 보고 싶어,get_user_history,"{""query_type"": ""daily_summary""}","The utterance indicates a desire to see what was done today, but it does not explicitly confirm that a daily summary is intended, leaving some room for interpretation."
432,어제 나의 미션은 어땠는지 보여줘,get_user_history,"{""query_type"": ""daily_summary""}","The utterance asks for a summary of yesterday's mission, which may not directly align with a 'daily_summary' query; it could imply additional details or different types of information."
433,어제 했던 것들은 뭐였지?,get_user_history,"{""query_type"": ""daily_summary""}",manual_promoted_from_rejected
434,오늘 기록 좀 확인해줄 수 있어?,get_user_history,"{""query_type"": ""daily_summary""}","The utterance expresses a general request to check a record, which could relate to various types of summaries."
435,오늘 내가 한 거 요약해줘,get_user_history,"{""query_type"": ""daily_summary""}",
436,어제 나의 활동 좀 보여줘,get_user_history,"{""query_type"": ""daily_summary""}",
437,오늘 기록이 어떻게 되는지 궁금해,get_user_history,"{""query_type"": ""daily_summary""}","The utterance's intention to request a daily summary is implied but not explicitly stated, making it somewhat ambiguous."
438,어제 미션 다 했는지 확인해줘,get_user_history,"{""query_type"": ""daily_summary""}","The utterance requests confirmation of mission completion without explicitly mentioning a daily summary, leading to potential interpretation issues."
439,내 오늘 활동 내용 알고 싶어,get_user_history,"{""query_type"": ""daily_summary""}","The utterance indicates a desire to know about today's activities but does not explicitly refer to a 'daily summary', leading to potential ambiguity about the specific type of query."
440,오늘 몇 번 했었는지 체크해봐,get_user_history,"{""query_type"": ""daily_summary""}","The user asks for a check on how many times something was done today, but 'daily_summary' may not fully capture the intent of checking a specific count."
441,어제 한 일은 뭐였는지 보고 싶어,get_user_history,"{""query_type"": ""daily_summary""}",The user's request for a specific report ('어제 한 일') could imply wanting a different type of summary or information.
442,오늘 내가 한 거 정리해줄래?,get_user_history,"{""query_type"": ""daily_summary""}",
443,어제 기록 좀 확인해줄 수 있어?,get_user_history,"{""query_type"": ""daily_summary""}",manual_promoted_from_rejected
444,오늘 미션 요약해줘,get_user_history,"{""query_type"": ""daily_summary""}","The user is requesting a summary but it's unclear if they mean a daily summary specifically, as the phrase could be interpreted more generally."
445,오늘 내가 뭘 했는지 알려줘,get_user_history,"{""query_type"": ""daily_summary""}",
446,어제 내가 한 것 좀 정리해줄래?,get_user_history,"{""query_type"": ""daily_summary""}",
447,오늘 기록 요약해줄 수 있어?,get_user_history,"{""query_type"": ""daily_summary""}","The utterance asks for a summary, which could relate to various types of summaries (e.g., daily, weekly), not explicitly confirming the intention for a daily summary."
448,어제 미션 결과 확인해줘,get_user_history,"{""query_type"": ""daily_summary""}","The utterance suggests checking results but does not explicitly refer to a daily summary, which could lead to interpretation as a request for a different type of history or results."
449,내가 오늘 어떤 거 했는지 체크해줘,get_user_history,"{""query_type"": ""daily_summary""}",
450,아 잠깐 취소해줘,cancel_mission_action,{},
451,방금 제출한 거 취소할래요,cancel_mission_action,{},"The utterance indicates a desire to cancel something, but it does not explicitly mention a 'mission' or confirm that it is related to the function call. There could be ambiguity regarding what exactly is being canceled."
452,미션 취소하고 싶어요ㅎㅎ,cancel_mission_action,{},
453,그거 그냥 패스할게요,cancel_mission_action,{},"The phrase '그거 그냥 패스할게요' (I will just pass that) indicates a cancellation, but it could also suggest a desire to skip or forgo an action without explicitly stating the need for a mission cancellation."
454,아 오늘은 취소해줘요,cancel_mission_action,{},
455,이번 미션 취소할 수 있어?,cancel_mission_action,{},
456,오늘 못 해서 그냥 내줘,cancel_mission_action,{},"The utterance conveys a desire to cancel or not perform an action but does not explicitly match the function with these specific arguments, leading to potential ambiguity."
457,할 수 없어서 취소요,cancel_mission_action,{},manual_promoted_from_rejected
458,이번 건 그냥 취소할게요ㅠ,cancel_mission_action,{},
459,아 잠깐 미션 취소하자,cancel_mission_action,{},
460,오늘 미션 그냥 취소할게요,cancel_mission_action,{},
461,아 잠깐 이거 취소해줘요ㅠ,cancel_mission_action,{},
